DomainName,AreaType,variable,n,min,max,median,q1,q3,iqr,mad,mean,sd,se,ci
B. Wider determinants of health,Districts & UAs (2020/21),The percentage of the population who are in receipt of long term support for a learning disability that are in paid employment (aged 18 to 64) 18-64 yrs Persons,736,0,26.77,5.037,3.042,8.366,5.324,3.626,6.143,4.409,0.163,0.319
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Pupil absence 5-15 yrs Persons,3379,1.96,9.609,4.83,4.45,5.338,0.888,0.621,5.07,0.987,0.017,0.033
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),"Violent crime - violence offences per 1,000 population All ages Persons",3504,1.304,152.152,16.801,10.477,24.662,14.186,10.076,19.218,12.017,0.203,0.398
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Utilisation of outdoor space for exercise or health reasons 16+ yrs Persons,548,0.303,41.248,15.472,11.573,19.288,7.715,5.752,15.778,6.302,0.269,0.529
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Children in low income families (all dependent children under 20) 0-19 yrs Persons,3371,0,63.624,15.959,11.645,21.7,10.055,7.223,17.275,7.416,0.128,0.25
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),"Violent crime - sexual offences per 1,000 population All ages Persons",3504,0,12.532,1.528,0.941,2.238,1.296,0.946,1.7,1.012,0.017,0.034
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Percentage of people in employment 16-64 yrs Male,3672,56.6,100,79.9,75.5,83.9,8.4,6.227,79.635,6.078,0.1,0.197
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Percentage of people in employment 16-64 yrs Female,3671,42.6,100,70.9,66.2,75.6,9.4,6.968,70.745,7.112,0.117,0.23
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Percentage of people in employment 16-64 yrs Persons,3672,55.8,100,75.5,71.5,79.1,7.6,5.634,75.156,5.737,0.095,0.186
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Percentage of people in employment 50-64 yrs Persons,1962,40.4,100,72.4,67.7,76.7,9,6.672,72.205,7.206,0.163,0.319
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Percentage of people in employment 16-24 yrs Persons,1910,12.6,100,55.65,47.3,63.8,16.5,12.231,55.875,13.161,0.301,0.591
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Percentage of people in employment 25-49 yrs Persons,1965,55.4,100,85.8,82,89.5,7.5,5.486,85.589,5.683,0.128,0.251
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Reoffending levels: percentage of offenders who reoffend All ages Persons,1535,9.677,45.522,24.902,21.087,28.754,7.668,5.694,25.001,5.508,0.141,0.276
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Children in relative low income families (under 16s) <16 yrs Persons,307,5.369,41.664,17.476,12.717,21.983,9.266,6.859,18.305,7.081,0.404,0.795
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Children in absolute low income families (under 16s) <16 yrs Persons,307,4.173,35.337,12.803,9.492,16.876,7.384,5.533,13.886,5.744,0.328,0.645
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Homelessness: households in temporary accommodation Not applicable Not applicable,789,0,48.565,0.838,0.384,1.994,1.61,0.884,2.293,4.579,0.163,0.32
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Homelessness: households owed a duty under the Homelessness Reduction Act Not applicable Not applicable,843,0.045,31.44,9.573,6.881,13.666,6.785,4.701,10.807,5.391,0.186,0.364
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Killed and seriously injured (KSI) casualties on England's roads All ages Persons,750,22.773,784.505,100.302,74.438,158.6,84.163,52.156,137.925,104.198,3.805,7.469
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),Loneliness: Percentage of adults who feel lonely often or always or some of the time 16+ yrs Persons,307,11.267,36.284,21.753,18.251,24.685,6.434,4.694,21.754,4.345,0.248,0.488
B. Wider determinants of health,Districts & UAs (2021/22-2022/23),"Fuel poverty (low income, low energy efficiency methodology) Not applicable Not applicable",910,4.362,23.19,12.581,10.188,14.931,4.744,3.531,12.55,3.573,0.118,0.232
B. Wider determinants of health,Districts & UAs (from Apr 2023),Pupil absence 5-15 yrs Persons,3214,1.96,9.609,4.826,4.452,5.334,0.883,0.614,5.068,0.985,0.017,0.034
B. Wider determinants of health,Districts & UAs (from Apr 2023),Violent crime - hospital admissions for violence (including sexual violence) All ages Male,2768,7.92,298.563,59.658,42.758,87.213,44.456,29.66,69.203,37.562,0.714,1.4
B. Wider determinants of health,Districts & UAs (from Apr 2023),Violent crime - hospital admissions for violence (including sexual violence) All ages Female,2483,3.76,78.874,15.979,11.255,22.391,11.136,7.841,18.126,9.893,0.199,0.389
B. Wider determinants of health,Districts & UAs (from Apr 2023),Violent crime - hospital admissions for violence (including sexual violence) All ages Persons,2863,6.03,188.902,36.547,26.356,53.732,27.376,18.48,42.426,23.156,0.433,0.849
B. Wider determinants of health,Districts & UAs (from Apr 2023),"Violent crime - violence offences per 1,000 population All ages Persons",3836,1.304,152.152,17.689,10.861,26.042,15.181,10.827,20.208,12.581,0.203,0.398
B. Wider determinants of health,Districts & UAs (from Apr 2023),The rate of complaints about noise All ages Persons,2577,0.023,731.341,4.792,3.457,6.966,3.509,2.339,7.092,16.266,0.32,0.628
B. Wider determinants of health,Districts & UAs (from Apr 2023),Utilisation of outdoor space for exercise or health reasons 16+ yrs Persons,558,0.303,41.248,15.594,11.704,19.415,7.711,5.695,15.884,6.32,0.268,0.526
B. Wider determinants of health,Districts & UAs (from Apr 2023),Gap in the employment rate between those with a physical or mental long term health condition (aged 16 to 64) and the overall employment rate 16-64 yrs Persons,2845,-11.1,38.5,11.372,7.747,14.8,7.053,5.23,11.195,5.634,0.106,0.207
B. Wider determinants of health,Districts & UAs (from Apr 2023),Sickness absence: the percentage of employees who had at least one day off in the previous week 16+ yrs Persons,3124,0,21.033,2.122,1.578,2.726,1.148,0.847,2.218,1.059,0.019,0.037
B. Wider determinants of health,Districts & UAs (from Apr 2023),Sickness absence:  the percentage of working days lost due to sickness absence 16+ yrs Persons,3123,0,15.88,1.201,0.818,1.639,0.821,0.601,1.296,0.773,0.014,0.027
B. Wider determinants of health,Districts & UAs (from Apr 2023),Children in low income families (all dependent children under 20) 0-19 yrs Persons,3207,0,63.624,16.106,11.753,21.945,10.192,7.273,17.503,7.466,0.132,0.258
B. Wider determinants of health,Districts & UAs (from Apr 2023),"Violent crime - sexual offences per 1,000 population All ages Persons",3836,0,15.057,1.63,0.981,2.36,1.379,1.008,1.785,1.064,0.017,0.034
B. Wider determinants of health,Districts & UAs (from Apr 2023),Percentage of people in employment 16-64 yrs Male,3492,56.6,100,79.8,75.4,83.8,8.4,6.227,79.568,6.057,0.102,0.201
B. Wider determinants of health,Districts & UAs (from Apr 2023),Percentage of people in employment 16-64 yrs Female,3491,42.6,100,70.8,66.1,75.5,9.4,6.968,70.624,7.097,0.12,0.235
B. Wider determinants of health,Districts & UAs (from Apr 2023),Percentage of people in employment 16-64 yrs Persons,3514,55.8,100,75.4,71.4,79,7.6,5.634,75.071,5.73,0.097,0.19
B. Wider determinants of health,Districts & UAs (from Apr 2023),Percentage of people in employment 50-64 yrs Persons,1884,40.4,100,72.4,67.8,76.7,8.9,6.672,72.224,7.127,0.164,0.322
B. Wider determinants of health,Districts & UAs (from Apr 2023),Percentage of people in employment 16-24 yrs Persons,1828,12.6,100,55.3,46.975,63.4,16.425,12.157,55.494,13.001,0.304,0.596
B. Wider determinants of health,Districts & UAs (from Apr 2023),Percentage of people in employment 25-49 yrs Persons,1877,55.4,100,85.7,82,89.3,7.3,5.486,85.504,5.619,0.13,0.254
B. Wider determinants of health,Districts & UAs (from Apr 2023),Reoffending levels: percentage of offenders who reoffend All ages Persons,1458,9.677,45.522,24.93,21.168,28.727,7.559,5.609,25.026,5.425,0.142,0.279
B. Wider determinants of health,Districts & UAs (from Apr 2023),Reoffending levels: average number of reoffences per reoffender All ages Persons,1436,1.75,7.682,3.777,3.373,4.215,0.842,0.628,3.825,0.695,0.018,0.036
B. Wider determinants of health,Districts & UAs (from Apr 2023),Children in relative low income families (under 16s) <16 yrs Persons,290,5.369,41.664,17.696,12.733,22.435,9.702,7.35,18.484,7.198,0.423,0.832
B. Wider determinants of health,Districts & UAs (from Apr 2023),Children in absolute low income families (under 16s) <16 yrs Persons,290,4.173,35.337,13.119,9.555,17.165,7.61,5.509,14.048,5.844,0.343,0.675
B. Wider determinants of health,Districts & UAs (from Apr 2023),Homelessness: households in temporary accommodation Not applicable Not applicable,1003,0,48.565,0.967,0.453,2.243,1.79,0.99,2.475,4.595,0.145,0.285
B. Wider determinants of health,Districts & UAs (from Apr 2023),Homelessness: households owed a duty under the Homelessness Reduction Act Not applicable Not applicable,1076,0,32.745,9.586,6.973,14.06,7.087,4.605,10.967,5.429,0.166,0.325
B. Wider determinants of health,Districts & UAs (from Apr 2023),Killed and seriously injured (KSI) casualties on England's roads All ages Persons,762,22.773,784.505,99.553,73.257,157.432,84.175,51.718,136.727,103.83,3.761,7.384
B. Wider determinants of health,Districts & UAs (from Apr 2023),Loneliness: Percentage of adults who feel lonely often or always or some of the time 16+ yrs Persons,292,11.267,36.284,21.975,18.602,24.746,6.144,4.667,21.908,4.311,0.252,0.497
B. Wider determinants of health,Districts & UAs (from Apr 2023),"Fuel poverty (low income, low energy efficiency methodology) Not applicable Not applicable",884,4.362,23.19,12.51,10.114,14.917,4.804,3.565,12.51,3.598,0.121,0.237
B. Wider determinants of health,Districts & UAs (from Apr 2023),The percentage of the population with a physical or mental long term health condition in employment (aged 16 to 64) 16-64 yrs Persons,874,37.026,92.618,66.281,59.939,72.136,12.198,9.015,66.197,9.032,0.306,0.6
B. Wider determinants of health,Districts & UAs (from Apr 2023),The percentage of the population who are in receipt of long term support for a learning disability that are in paid employment (aged 18 to 64) 18-64 yrs Male,747,0,27.869,5.495,3.442,9.039,5.597,3.786,6.709,4.711,0.172,0.338
B. Wider determinants of health,Districts & UAs (from Apr 2023),The percentage of the population who are in receipt of long term support for a learning disability that are in paid employment (aged 18 to 64) 18-64 yrs Female,744,0,25.15,4.284,2.399,7.171,4.772,3.375,5.39,4.199,0.154,0.302
B. Wider determinants of health,Districts & UAs (from Apr 2023),The percentage of the population who are in receipt of long term support for a learning disability that are in paid employment (aged 18 to 64) 18-64 yrs Persons,750,0,26.77,5.018,3.058,8.333,5.276,3.578,6.138,4.393,0.16,0.315
B. Wider determinants of health,Districts & UAs (pre Apr 2019),Percentage of people in employment 16-64 yrs Male,3787,56.6,100,80,75.5,84,8.5,6.227,79.77,6.149,0.1,0.196
B. Wider determinants of health,Districts & UAs (pre Apr 2019),Percentage of people in employment 16-64 yrs Female,3786,41.4,100,70.9,66.2,75.7,9.5,6.968,70.774,7.138,0.116,0.227
B. Wider determinants of health,Districts & UAs (pre Apr 2019),Percentage of people in employment 16-64 yrs Persons,3805,55.4,100,75.6,71.6,79.2,7.6,5.634,75.256,5.753,0.093,0.183
B. Wider determinants of health,Districts & UAs (pre Apr 2019),Percentage of people in employment 50-64 yrs Persons,1964,40.4,100,72.4,67.675,76.9,9.225,6.82,72.267,7.305,0.165,0.323
B. Wider determinants of health,Districts & UAs (pre Apr 2019),Percentage of people in employment 16-24 yrs Persons,1915,12.6,100,55.5,47.1,63.85,16.75,12.454,55.868,13.246,0.303,0.594
B. Wider determinants of health,Districts & UAs (pre Apr 2019),Percentage of people in employment 25-49 yrs Persons,1967,55.4,100,85.8,82.1,89.55,7.45,5.486,85.595,5.706,0.129,0.252
B. Wider determinants of health,Districts & UAs (pre Apr 2019),Loneliness: Percentage of adults who feel lonely often or always or some of the time 16+ yrs Persons,299,11.267,36.284,21.753,18.314,24.685,6.371,4.661,21.774,4.343,0.251,0.494
B. Wider determinants of health,England,Pupil absence 5-15 yrs Persons,11,4.506,7.553,4.726,4.617,5.185,0.568,0.236,5.11,0.897,0.271,0.603
B. Wider determinants of health,England,Pupil absence 5-15 yrs Male,7,4.489,4.891,4.692,4.609,4.767,0.158,0.151,4.689,0.135,0.051,0.125
B. Wider determinants of health,England,Pupil absence 5-15 yrs Female,7,4.5,4.732,4.606,4.533,4.624,0.091,0.096,4.593,0.08,0.03,0.074
B. Wider determinants of health,England,First time entrants to the youth justice system 10-17 yrs Persons,13,148.818,902.807,333.374,215.576,450.453,234.877,174.647,383.996,229.932,63.772,138.946
B. Wider determinants of health,England,Adults with a learning disability who live in stable and appropriate accommodation 18-64 yrs Male,12,69.572,80.232,76.392,74.216,77.9,3.684,2.932,75.863,2.954,0.853,1.877
B. Wider determinants of health,England,Adults with a learning disability who live in stable and appropriate accommodation 18-64 yrs Female,12,70.574,80.752,77.296,75.037,78.425,3.388,2.759,76.551,2.932,0.846,1.863
B. Wider determinants of health,England,Adults with a learning disability who live in stable and appropriate accommodation 18-64 yrs Persons,12,69.998,80.459,76.729,74.664,77.589,2.925,2.525,76.12,2.793,0.806,1.775
B. Wider determinants of health,England,Adults in contact with secondary mental health services who live in stable and appropriate accommodation 18-69 yrs Male,10,53,59.4,56,56,57.375,1.375,2.002,56.33,1.936,0.612,1.385
B. Wider determinants of health,England,Adults in contact with secondary mental health services who live in stable and appropriate accommodation 18-69 yrs Female,10,55.5,62.4,59.4,59,60,1,0.89,59.2,2.117,0.669,1.515
B. Wider determinants of health,England,Adults in contact with secondary mental health services who live in stable and appropriate accommodation 18-69 yrs Persons,10,54,60.8,58,57.25,58.575,1.325,1.186,57.72,2.085,0.659,1.491
B. Wider determinants of health,England,Violent crime - hospital admissions for violence (including sexual violence) All ages Male,10,65.301,102.093,72.131,69.605,82.009,12.404,5.288,77.309,11.991,3.792,8.578
